"Date","New followers","Total followers"
"2023-02-28","-78","24500"
"2023-03-31","-108","24392"
"2023-04-30","-103","24289"
"2023-05-31","-56","24233"
"2023-06-30","-111","24122"
"2023-07-31","-92","24030"
"2023-08-31","-91","23939"
"2023-09-30","-51","23888"
"2023-10-31","-73","23815"
"2023-11-30","18","23833"
"2023-12-31","216","24049"
"2024-01-31","0","24049"